,Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
3743,,1958.0,3.0,11.0,0.0,22.0,56.0,,,JAPAN:  RYUKYU ISLANDS,25.0,125.0,70.0,7.5,,,2.0,,,,3.0,,,,,,,,2.0,,,,3.0,,,,,,
3744,,1958.0,4.0,21.0,22.0,37.0,36.0,1879.0,,INDONESIA:  SUMATRA:  BENGKULU,-4.5,104.0,200.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
3745,,1958.0,5.0,14.0,2.0,34.0,0.0,,,AZORES,38.5,-28.8,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3746,,1958.0,7.0,10.0,6.0,15.0,59.9,1880.0,,ALASKA:  LITUYA BAY,58.37,-136.665,35.0,7.8,11.0,,,,,,,,1.0,,1.0,,,5.0,1.0,,,,,0.1,1.0,,1.0,,
3747,,1958.0,7.0,26.0,17.0,38.0,0.0,,,PERU:  S,-13.5,-69.0,620.0,7.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3748,,1958.0,8.0,16.0,19.0,13.0,48.3,,,IRAN:  FIRUZABAD,34.29,47.867,15.0,6.7,7.0,132.0,3.0,,,948.0,3.0,,3.0,2500.0,4.0,,,132.0,3.0,,,948.0,3.0,,3.0,2500.0,4.0,,
3749,,1958.0,9.0,1.0,14.0,30.0,0.0,,,PERU:  S,-18.0,-65.0,,,,4.0,1.0,,,,,,4.0,,,,,,,,,,,,,,,,
3750,,1958.0,9.0,4.0,21.0,51.0,16.9,,,CHILE-ARGENTINA,-33.785,-70.112,,6.8,,7.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
3751,,1958.0,9.0,17.0,12.0,24.0,0.0,1881.0,,RUSSIA:  KURIL ISLANDS,49.3,156.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,,1958.0,9.0,21.0,16.0,18.0,0.0,,,IRAN,36.0,49.0,,5.2,6.0,16.0,1.0,,,,,,3.0,,,,,16.0,1.0,,,,,,3.0,,,,
3753,,1958.0,9.0,25.0,1.0,5.0,36.0,,,CHINA:  GUANGXI PROVINCE,22.5,109.5,,5.8,7.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,
3754,,1958.0,10.0,20.0,1.0,12.0,37.0,,,INDONESIA:  JAVA:  MALANG,-9.5,112.5,100.0,6.7,8.0,8.0,1.0,,,1856.0,4.0,,2.0,95.0,2.0,206.0,3.0,8.0,1.0,,,1856.0,4.0,,2.0,95.0,2.0,206.0,3.0
3755,,1958.0,11.0,4.0,22.0,54.0,46.0,1883.0,,EAST PACIFIC RIDGE,-50.0,-115.0,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,
3756,,1958.0,11.0,6.0,22.0,58.0,8.6,1884.0,,RUSSIA:  KURIL ISLANDS,44.53,148.54,40.0,8.3,10.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
3757,,1958.0,11.0,12.0,20.0,23.0,0.0,1885.0,,RUSSIA:  KURIL ISLANDS,44.2,148.8,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,,1958.0,11.0,18.0,10.0,45.0,0.0,,,ITALY:  N,44.3,9.9,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
3759,,1958.0,11.0,29.0,9.0,30.0,0.0,,,ITALY:  N,44.4,8.8,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
3760,,1959.0,1.0,22.0,5.0,10.0,0.0,1886.0,,"SANRIKU, JAPAN",37.5,142.2,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,,1959.0,1.0,26.0,6.0,46.0,0.0,,,ITALY:  N,44.5,9.6,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
3762,,1959.0,2.0,7.0,9.0,36.0,51.0,1887.0,,PERU-ECUADOR,-4.0,-81.5,19.0,7.4,7.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0
3763,,1959.0,4.0,5.0,,,,,,"FRANCE:  ST PAUL D'UBAYE,JAUSIERS,CEILLAC,VARS",44.0,6.8,,5.5,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
3764,,1959.0,4.0,9.0,12.0,24.0,20.0,1889.0,,RUSSIA:  KURIL ISLANDS,44.3,149.0,40.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
3765,,1959.0,4.0,11.0,22.0,,0.0,,,ITALY:  CENTRAL,42.9,12.6,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
3766,,1959.0,4.0,17.0,,,0.0,,,ITALY:  N,44.5,10.8,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
3767,,1959.0,4.0,25.0,0.0,26.0,0.0,,,"TURKEY:  KOYCEGIZ, MUGLA",37.0,28.7,,6.3,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
3768,,1959.0,4.0,26.0,20.0,40.0,38.0,,,TAIWAN:  TAIPEI,24.78,122.7,150.0,7.5,,2.0,1.0,,,,,,1.0,,,,,2.0,1.0,,,,,,1.0,,,,
3769,,1959.0,5.0,4.0,7.0,15.0,42.0,1890.0,,RUSSIA:  NEAR EAST COAST OF KAMCHATKA,52.5,159.5,60.0,8.2,10.0,1.0,1.0,,,13.0,1.0,,2.0,,2.0,,,1.0,1.0,,,13.0,1.0,,2.0,,2.0,,
3770,,1959.0,5.0,24.0,19.0,17.0,0.0,,,MEXICO:  OAXACA;,17.0,-96.3,100.0,6.8,,,,,,,,,3.0,,,,,,,,,,,,,,,,
3771,,1959.0,6.0,14.0,0.0,12.0,6.5,,,BOLIVIA-NORTHERN CHILE,-20.369,-68.0,112.0,7.5,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,
3772,,1959.0,6.0,18.0,15.0,31.0,0.0,,,RUSSIA:  NEAR KAMCHATKA,53.9,160.5,15.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
3773,,1959.0,7.0,2.0,18.0,33.0,54.0,,,CHINA:  HENAN PROVINCE,31.8,115.3,,5.0,6.0,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,,
3774,,1959.0,8.0,10.0,23.0,7.0,29.0,,,CHINA:  SHAANXI PROVINCE,35.6,110.9,,5.4,7.0,,,,,,,,1.0,43.0,1.0,,,,,,,,,,1.0,43.0,1.0,,
3775,,1959.0,8.0,15.0,8.0,57.0,3.0,,,TAIWAN,22.18,121.13,60.0,7.0,,16.0,1.0,,,63.0,2.0,,3.0,,3.0,,,16.0,1.0,,,63.0,2.0,,3.0,,3.0,,
3776,,1959.0,8.0,17.0,21.0,4.0,40.0,1892.0,,SOLOMON ISLANDS,-7.5,156.0,,7.3,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,1.0
3777,,1959.0,8.0,18.0,6.0,37.0,13.5,2371.0,,MONTANA:  HEBGEN LAKE,44.711999999999996,-111.215,5.0,7.7,10.0,28.0,1.0,,,,,11.0,3.0,,,,2.0,28.0,1.0,,,,,11.0,3.0,,,,2.0
3778,,1959.0,8.0,26.0,8.0,25.0,31.0,,,MEXICO:  GULF OF CAMPECHE,18.3,-94.4,,6.9,,25.0,1.0,,,200.0,3.0,,3.0,,3.0,,,25.0,1.0,,,200.0,3.0,,3.0,,3.0,,
3779,,1959.0,9.0,1.0,11.0,37.0,0.0,,,ALBANIA,40.9,19.8,11.0,6.1,10.0,2.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
3780,,1959.0,9.0,14.0,14.0,9.0,0.0,,,KERMADEC ISLANDS,-28.5,-177.0,60.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,
3781,,1959.0,10.0,25.0,15.0,57.0,0.0,,,TURKEY:  NINIA,39.1,41.6,,6.2,,18.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3782,,1959.0,10.0,26.0,7.0,35.0,0.0,1893.0,,"SANRIKU, JAPAN",37.5,143.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,,1959.0,10.0,27.0,6.0,52.0,51.2,,,RUSSIA:  KAMCHATKA,45.89,151.11,70.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
3784,,1959.0,11.0,7.0,,,0.0,,,ALGERIA:  BOU-MEDFA,36.4,2.6,,5.5,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
3785,,1959.0,11.0,15.0,10.0,25.0,16.0,,,CHINA:  XINGJIANG,38.75,75.317,,6.4,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,
3786,,1959.0,12.0,24.0,12.0,50.0,0.0,,,"PERU:  AYACUCHO,POMABAMBA,MOYOBAMBA,HUAHUAPUQUIO",-13.5,-74.0,,,7.0,7.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3787,,1960.0,1.0,13.0,15.0,40.0,34.0,1896.0,,"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",-15.75,-72.75,160.0,7.8,10.0,63.0,2.0,,,200.0,3.0,,3.0,,3.0,,,63.0,2.0,,,200.0,3.0,,3.0,,3.0,,
3788,,1960.0,1.0,15.0,9.0,30.0,0.0,,,"PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA",-15.0,-75.0,150.0,7.0,,63.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
3789,,1960.0,2.0,2.0,23.0,51.0,59.0,,,CHINA:  GANSU PROVINCE,33.8,104.5,,5.3,6.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,
3790,,1960.0,2.0,21.0,8.0,13.0,31.0,,,ALGERIA:  MELOUZA,36.0,4.1,33.0,5.6,,47.0,1.0,,,88.0,2.0,,2.0,,,,,47.0,1.0,,,88.0,2.0,,2.0,,,,
3791,,1960.0,2.0,29.0,23.0,40.0,14.0,1897.0,,MOROCCO:  AGADIR,30.45,-9.62,33.0,5.9,10.0,13100.0,4.0,,,25000.0,4.0,120.0,4.0,,3.0,,,13100.0,4.0,,,25000.0,4.0,120.0,4.0,,3.0,,
3792,,1960.0,3.0,20.0,17.0,7.0,30.0,1898.0,,JAPAN:  SANRIKU,39.8,143.4,20.0,7.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3793,,1960.0,3.0,23.0,0.0,23.0,,1899.0,,JAPAN:  SANRIKU,39.4,143.7,20.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
3794,,1960.0,4.0,13.0,7.0,57.0,49.0,,,CHINA:  JILIN PROVINCE,44.7,127.0,,5.8,8.0,,,,,,,,1.0,29.0,1.0,,,,,,,,,,1.0,29.0,1.0,,
3795,,1960.0,4.0,24.0,12.0,14.0,31.7,,,IRAN:  LAR,27.814,54.497,15.0,5.9,7.0,420.0,3.0,,,3000.0,4.0,20.0,3.0,,,,,420.0,3.0,,,3000.0,4.0,20.0,3.0,,,,
3796,,1960.0,4.0,29.0,9.0,16.0,20.0,,,INDONESIA:  CENTRAL SULAWESI:  UNA-UNA ISLAND,-0.5,121.5,,,8.0,,,,,,,,2.0,50.0,1.0,,,,,,,,,,2.0,50.0,1.0,,
3797,,1960.0,5.0,21.0,10.0,2.0,50.0,1901.0,,CHILE:  CENTRAL,-37.872,-73.243,35.0,8.2,,,1.0,,,,3.0,,1.0,,,,,,1.0,,,,3.0,,1.0,,,,
3798,,1960.0,5.0,22.0,19.0,11.0,17.0,1902.0,4153.0,"CHILE:  PUERTO MONTT, VALDIVIA",-38.143,-73.407,33.0,9.5,12.0,2000.0,4.0,,,3000.0,4.0,1000.0,4.0,58622.0,4.0,,,2226.0,4.0,,,3000.0,4.0,1000.0,4.0,58622.0,4.0,,
3799,,1960.0,5.0,26.0,5.0,10.0,0.0,,,GREECE-ALBANIA,40.0,20.0,,6.5,,8.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3800,,1960.0,6.0,11.0,15.0,14.0,9.0,1904.0,,PAPUA NEW GUINEA:  W. SOLOMON SEA,-9.4,152.3,33.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
3801,,1960.0,7.0,29.0,17.0,31.0,45.0,1905.0,,JAPAN:  SANRIKU,40.3,142.5,50.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
3802,,1960.0,7.0,30.0,2.0,4.0,0.0,,,ECUADOR,-1.5,-79.0,21.0,,,11.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
3803,,1960.0,8.0,27.0,15.0,58.0,0.0,,,INDIA:  N,28.6,76.7,58.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3804,,1960.0,9.0,22.0,9.0,5.0,32.5,,,CONGO:  LAKE TANGANYIKA,-3.6,29.0,28.0,6.6,,24.0,1.0,,,,,,2.0,,,,3.0,24.0,1.0,,,,,,2.0,,,,3.0
3805,,1960.0,10.0,7.0,,,0.0,,,PHILIPPINES:  PANAY,11.1,122.3,,,,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3806,,1960.0,11.0,1.0,8.0,45.0,59.0,1906.0,,CHILE:  CONCEPCION,-38.5,-75.1,55.0,7.4,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,
3807,,1960.0,11.0,9.0,10.0,43.0,42.0,,,CHINA:  SICHUAN PROVINCE,32.7,103.7,,6.8,9.0,,,,,,,,3.0,,3.0,,,,,,,,,,3.0,,3.0,,
3808,,1960.0,11.0,20.0,22.0,1.0,56.4,1907.0,,PERU,-6.8,-80.7,93.0,6.7,,,,,,,,,,,,,,66.0,2.0,,,2.0,1.0,0.55,1.0,,,,
3809,,1961.0,1.0,10.0,14.0,22.0,25.5,,,RUSSIA:  KAMCHATKA,50.016000000000005,156.099,59.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
3810,,1961.0,1.0,16.0,7.0,20.0,0.0,1910.0,,JAPAN:  KASHIMA,36.0,142.3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,,1961.0,1.0,16.0,11.0,19.0,0.0,1911.0,,JAPAN:  KASHIMA,36.0,141.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,,1961.0,1.0,16.0,12.0,12.0,0.0,1912.0,,JAPAN:  KASHIMA,36.2,141.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,,1961.0,2.0,4.0,8.0,51.0,0.0,,,INDIA,24.9,93.34,141.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
3814,,1961.0,2.0,12.0,21.0,53.0,0.0,1913.0,,RUSSIA:  KURIL ISLANDS,43.2,147.9,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,,1961.0,2.0,26.0,18.0,10.0,48.7,1914.0,,JAPAN:  MIYAZAKI,31.6,131.8,74.0,7.3,,2.0,1.0,,,7.0,1.0,,2.0,170.0,3.0,170.0,3.0,2.0,1.0,,,7.0,1.0,,2.0,170.0,3.0,,
3816,,1961.0,3.0,7.0,10.0,10.0,0.0,,,KERMADEC ISLANDS,-28.3,-175.7,40.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
3817,,1961.0,3.0,7.0,19.0,0.0,48.0,,,CHINA:  HUBEI PROVINCE,30.5,110.0,,4.9,7.0,,,,,,,,2.0,25.0,1.0,,,,,,,,,,2.0,25.0,1.0,,
3818,,1961.0,3.0,16.0,13.0,45.0,35.6,,,INDONESIA:  FLORES:  ENDEH,-8.2,122.0,74.0,6.5,8.0,2.0,1.0,,,6.0,1.0,,2.0,,,,,2.0,1.0,,,6.0,1.0,,2.0,,,,
3819,,1961.0,3.0,24.0,10.0,36.0,0.0,,,ITALY:  SICILY,38.0,15.3,,,,15.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3820,,1961.0,4.0,4.0,21.0,32.0,0.0,,,CALIFORNIA:  TERMINAL ISLAND,34.0,-118.0,16.0,,,,,,,,,4.5,2.0,,,,,,,,,,,,,,,,
3821,,1961.0,4.0,13.0,16.0,34.0,39.0,,,CHINA: XINJIANG,39.8,77.7,,6.8,9.0,,,,,,,,2.0,53.0,2.0,,,,,,,,,,2.0,53.0,2.0,,
3822,,1961.0,5.0,23.0,2.0,45.0,,1917.0,,TURKEY,36.7,28.5,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
3823,,1961.0,6.0,1.0,23.0,29.0,21.2,,,ETHIOPIA:  KARAKORE,10.4,39.9,33.0,6.5,9.0,30.0,1.0,,,,3.0,,2.0,,,,,30.0,1.0,,,,3.0,,2.0,,,,
3824,,1961.0,6.0,11.0,5.0,10.0,28.1,,,"IRAN:  DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU",27.861,54.528,15.0,6.4,8.0,60.0,2.0,,,,3.0,,3.0,500.0,3.0,,,61.0,2.0,,,,3.0,,3.0,500.0,3.0,,
3825,,1961.0,6.0,11.0,17.0,15.0,33.0,,,CHINA:   YUNNAN PROVINCE,24.97,98.63,33.0,5.8,8.0,,,,,,,,3.0,5740.0,4.0,,,,,,,,,,3.0,5740.0,4.0,,
3826,,1961.0,6.0,16.0,10.0,31.0,57.3,2385.0,,COLOMBIA: NORTHEASTERN COLOMBIA,8.9,-73.4,120.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
3827,,1961.0,6.0,27.0,0.0,49.0,0.0,,,IRAN,33.5,49.4,,,,5.0,1.0,,,,3.0,,2.0,,,,,5.0,1.0,,,,3.0,,2.0,,,,
3828,,1961.0,6.0,27.0,7.0,3.0,41.0,,,CHINA:   YUNNAN PROVINCE,27.73,99.75,25.0,6.0,8.0,,,,,,,,3.0,11400.0,4.0,,,,,,,,,,3.0,11400.0,4.0,,
3829,,1961.0,7.0,18.0,14.0,4.0,0.0,1920.0,,JAPAN:  RYUKYU ISLANDS,29.6,131.8,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,,1961.0,7.0,23.0,21.0,51.0,10.5,1921.0,,VANUATU ISLANDS,-18.421,168.41099999999997,35.0,7.3,,,,,,,,,,,,,,,,,,,,,1.0,,,,
3831,,1961.0,8.0,1.0,5.0,39.0,54.4,1923.0,,SOLOMON ISLANDS,-9.849,160.614,25.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,
3832,,1961.0,8.0,11.0,15.0,51.0,0.0,1924.0,,JAPAN:  SE. HOKKAIDO ISLAND,42.9,145.6,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,,1961.0,8.0,17.0,21.0,16.0,31.4,,,RUSSIA:  KURIL ISLANDS,46.338,149.548,154.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
3834,,1961.0,8.0,19.0,5.0,33.0,0.0,,,JAPAN:  HONSHU:  W COAST,36.0,136.7,,7.3,,10.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3835,,1961.0,8.0,31.0,1.0,57.0,0.0,,,PERU,-10.5,-70.7,629.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
3836,,1961.0,9.0,1.0,0.0,9.0,0.0,,,SOUTH SANDWICH ISLANDS,-59.5,-27.3,131.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
3837,,1961.0,9.0,5.0,,,0.0,,,SOUTH SANDWICH ISLANDS,-58.0,-27.0,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,
3838,,1961.0,9.0,8.0,11.0,26.0,32.3,,,SOUTH SANDWICH ISLANDS,-56.26,-27.283,105.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,
3839,,1961.0,10.0,1.0,0.0,16.0,1.0,,,CHINA:  GANSU PROVINCE,34.33,104.78,,5.7,7.0,,,,,,,,1.0,10.0,1.0,,,,,,,,,,1.0,10.0,1.0,,
3840,,1961.0,10.0,14.0,7.0,1.0,0.0,,,IRAN,33.6,48.1,33.0,,,2.0,1.0,,,,3.0,,2.0,,,,,2.0,1.0,,,,3.0,,2.0,,,,
3841,,1961.0,10.0,18.0,16.0,51.0,57.0,1926.0,,"CHILE:  VALDIVIA, CURICO",-36.7,-73.0,15.0,6.5,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,
3842,,1961.0,11.0,15.0,7.0,17.0,0.0,1927.0,,JAPAN:  SE. HOKKAIDO ISLAND,42.7,145.7,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,,1961.0,12.0,20.0,13.0,25.0,0.0,,,COLOMBIA: EJE CAFETERO,4.49,-75.51,163.0,6.8,8.0,23.0,1.0,,,100.0,2.0,,2.0,,1.0,,2.0,23.0,1.0,,,100.0,2.0,,2.0,,1.0,,2.0
3844,,1962.0,1.0,7.0,10.0,3.0,0.0,,,BALKANS NW:  CROATIA,43.3,17.1,33.0,5.9,8.0,4.0,1.0,,,,,,2.0,,,,,4.0,1.0,,,,,,2.0,,,,
3845,,1962.0,1.0,11.0,5.0,5.0,0.0,5631.0,,BALKANS NW:  CROATIA,43.3,17.1,33.0,6.1,9.0,1.0,1.0,,,,,,2.0,2290.0,4.0,,,1.0,1.0,,,,,,2.0,2290.0,4.0,,
3846,,1962.0,2.0,14.0,6.0,36.0,0.0,,,CHILE:  CENTRAL,-37.8,-72.5,45.0,7.3,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3847,,1962.0,2.0,18.0,,,0.0,,,"TUNISIA:  GAFOUR,OUM-ZID,EL AKHOUAT",36.0,9.0,,5.3,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
3848,,1962.0,3.0,12.0,11.0,40.0,16.7,1928.0,,COSTA RICA-PANAMA,8.008,-82.757,35.0,6.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3849,,1962.0,3.0,18.0,15.0,30.0,0.0,,,ALBANIA,40.9,19.5,33.0,6.0,,15.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3850,,1962.0,3.0,18.0,20.0,18.0,53.0,,,CHINA:  GUANGDONG PROVINCE,23.72,114.67,25.0,6.1,8.0,1.0,1.0,,,2.0,1.0,,3.0,1200.0,4.0,,,1.0,1.0,,,2.0,1.0,,3.0,1200.0,4.0,,
3851,,1962.0,4.0,1.0,0.0,45.0,13.4,,,IRAN:  MUSSAVIEH,33.32,58.845,15.0,5.8,7.0,20.0,1.0,,,,,,2.0,,,,,20.0,1.0,,,,,,2.0,,,,
3852,,1962.0,4.0,12.0,0.0,52.0,43.0,1929.0,,JAPAN:  SANRIKU,38.073,142.741,25.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
3853,,1962.0,4.0,18.0,19.0,14.0,0.0,,,"PERU:  CASMA,HUARAZ,QUIRUVILCA,TRUJILLO",-10.0,-79.0,39.0,6.3,,9.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3854,,1962.0,4.0,23.0,4.0,18.0,1.0,,,CHINA:  YUNNAN PROVINCE,23.6,106.1,,5.5,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3855,,1962.0,4.0,23.0,,,0.0,1930.0,,"SE. HOKKAIDO ISLAND, JAPAN",42.2,143.9,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,,1962.0,4.0,25.0,,,0.0,,,"FRANCE:  CORRENCON,CHATEAU-BERNARD,LE GUA,RENCUREL",45.0,5.6,,5.3,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
3857,,1962.0,4.0,30.0,2.0,26.0,30.0,,,JAPAN:  HONSHU:  SENDAI,38.8,140.9,104.0,6.8,,1.0,1.0,,,,3.0,,2.0,,,,,1.0,1.0,,,,3.0,,2.0,,,,
3858,,1962.0,5.0,11.0,14.0,11.0,54.1,1931.0,,MEXICO:  S,17.2,-99.6,40.0,7.0,8.0,4.0,1.0,,,,3.0,,2.0,,2.0,,,4.0,1.0,,,,3.0,,2.0,,2.0,,
3859,,1962.0,5.0,19.0,14.0,58.0,15.0,1932.0,,MEXICO:  S,17.2,-99.5,33.0,7.2,,3.0,1.0,,,16.0,1.0,,2.0,,2.0,,,3.0,1.0,,,16.0,1.0,,2.0,,2.0,,
3860,,1962.0,5.0,21.0,12.0,2.0,52.0,,,CHINA:  QINGHAI PROVINCE,37.1,96.0,,6.8,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,
3861,,1962.0,5.0,21.0,12.0,21.0,,1933.0,,JAPAN:  OFF COAST OF HONSHU ISLAND,41.8,142.4,60.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,
3862,,1962.0,5.0,28.0,22.0,57.0,47.0,3391.0,,GREECE:  AEGEAN SEA,39.8,25.0,,4.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,
3863,,1962.0,6.0,11.0,7.0,15.0,0.0,,,BALKANS NW:  BOSNIA-HERZEGOVINA,43.6,18.3,,6.3,,,,,,,,40.0,4.0,,,,,,,,,,,,,,,,
3864,,1962.0,6.0,24.0,1.0,21.0,18.0,,,CHINA:   YUNNAN PROVINCE,25.2,101.2,18.0,6.2,7.0,,,,,,,,3.0,2550.0,4.0,,,,,,,,,,3.0,2550.0,4.0,,
3865,,1962.0,7.0,26.0,8.0,14.0,41.8,,,PANAMA,7.5,-82.0,21.0,7.4,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3866,,1962.0,7.0,30.0,20.0,18.0,52.3,,,"COLOMBIA:  MISTRATO, MANIZALES",5.2,-76.4,69.0,6.8,,47.0,1.0,,,300.0,3.0,,3.0,,,,3.0,47.0,1.0,,,300.0,3.0,,3.0,,,,3.0
3867,,1962.0,8.0,19.0,18.0,26.0,38.0,,,CHINA:  XINJIANG,44.68,81.58,,6.4,8.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,
3868,,1962.0,8.0,21.0,18.0,19.0,0.0,,,ITALY:  S,41.4,15.5,34.0,6.1,,16.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3869,,1962.0,8.0,28.0,10.0,59.0,0.0,,,GREECE:  S,37.8,22.9,100.0,6.8,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3870,,1962.0,8.0,30.0,13.0,35.0,28.7,,,UTAH,41.8,-111.8,37.0,5.8,7.0,,,,,,,1.0,2.0,,,,2.0,,,,,,,1.0,2.0,,,,2.0
3871,,1962.0,9.0,1.0,19.0,20.0,39.9,,,IRAN:   BUYIN-ZARA,35.63,49.87,27.0,7.2,9.0,12225.0,4.0,,,2776.0,4.0,30.0,4.0,21310.0,4.0,,,12225.0,4.0,,,2776.0,4.0,30.0,4.0,21310.0,4.0,,
3872,,1962.0,9.0,4.0,22.0,59.0,0.0,,,TURKEY:  IGDIR,39.9,43.9,,5.5,6.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3873,,1962.0,9.0,14.0,0.0,33.0,0.0,,,GREECE:  AEGEAN SEA; TURKEY:  BALIKESIR,39.6,23.3,,5.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3874,,1962.0,10.0,5.0,20.0,2.0,0.0,,,"IRAN:  TORBAT HEYDARIYEH, AKHMEDABAD",35.1,58.7,8.0,5.0,8.0,6.0,1.0,,,,,,2.0,,,,,6.0,1.0,,,,,,2.0,,,,
3875,,1962.0,11.0,6.0,0.0,9.0,0.0,,,"IRAN:  GAHKOM,GOLRUIYEH,PATKUIYEH,LAIGAZAN,GANJ",28.1,55.6,40.0,5.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,
