,Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
5947,,2016.0,1.0,16.0,23.0,22.0,4.0,,,"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND",-3.873,127.229,4.0,5.6,3.0,1.0,1.0,,,22.0,1.0,,1.0,,,230.0,3.0,1.0,1.0,,,22.0,1.0,,1.0,,,230.0,3.0
5948,,2016.0,1.0,24.0,10.0,30.0,56.0,,,ALASKA:  KENAI,59.658,-153.452,126.0,7.1,6.0,,,,,,,,1.0,4.0,1.0,,,,,,,,,,1.0,4.0,1.0,,
5949,,2016.0,1.0,25.0,4.0,23.0,13.0,,,MOROCCO:  MELILLA,35.649,-3.682,12.0,6.3,6.0,1.0,1.0,,,26.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,26.0,1.0,,1.0,,1.0,,1.0
5950,,2016.0,2.0,5.0,19.0,57.0,6.0,,,TAIWAN:  TAINAN,22.97,120.46,10.0,6.4,7.0,117.0,3.0,,,525.0,3.0,700.0,4.0,,1.0,,1.0,117.0,3.0,,,525.0,3.0,700.0,4.0,,1.0,,1.0
5951,,2016.0,3.0,2.0,12.0,49.0,11.0,5598.0,,INDONESIA: SUMATRA:,-4.952,94.33,24.0,7.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,
5952,,2016.0,4.0,10.0,10.0,29.0,12.0,,,AFGHANISTAN:  KHYBER PAKHTUNKHWA,36.473,71.131,212.0,6.6,5.0,6.0,1.0,,,5.0,1.0,,1.0,,,20.0,1.0,6.0,1.0,,,5.0,1.0,,1.0,,,20.0,1.0
5953,,2016.0,4.0,13.0,13.0,55.0,8.0,,,INDIA: ASSAM; BANGLADESH,23.094,94.865,136.0,6.9,5.0,2.0,1.0,,,170.0,3.0,,2.0,,,4.0,1.0,2.0,1.0,,,170.0,3.0,,2.0,,,4.0,1.0
5954,,2016.0,4.0,15.0,16.0,25.0,22.0,,,"JAPAN:  KUMAMOTO, OITA",32.791,130.754,10.0,7.0,8.0,50.0,1.0,,,1500.0,4.0,20000.0,4.0,80000.0,4.0,,,50.0,1.0,,,1500.0,4.0,20000.0,4.0,80000.0,4.0,,
5955,,2016.0,4.0,16.0,23.0,58.0,0.0,5599.0,,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",0.35,-80.16,17.0,7.8,8.0,663.0,3.0,9.0,1.0,6274.0,4.0,3300.0,4.0,6998.0,4.0,29672.0,4.0,663.0,3.0,9.0,1.0,6274.0,4.0,3300.0,4.0,6998.0,4.0,29672.0,4.0
5956,,2016.0,4.0,28.0,19.0,33.0,7.0,5600.0,,VANUATU ISLANDS,-16.043,167.37900000000002,24.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
5957,,2016.0,5.0,11.0,1.0,15.0,22.0,,,CHINA:  TIBET (XIZANG PROVINCE),32.022,95.027,8.0,5.2,,,,,,60.0,2.0,,1.0,,1.0,,,,,,,60.0,2.0,,1.0,,1.0,,
5958,,2016.0,5.0,18.0,16.0,47.0,26.0,,,ECUADOR:  MANABI PROVINCE,0.495,-79.616,30.0,6.9,4.0,1.0,1.0,,,162.0,3.0,,1.0,,1.0,32.0,1.0,1.0,1.0,,,162.0,3.0,,1.0,,1.0,32.0,1.0
5959,,2016.0,5.0,28.0,23.0,54.0,38.0,,,ALGERIA:  MEDEA:  MIHOUB,36.431,3.517,11.0,5.4,5.0,,,,,28.0,1.0,,2.0,,3.0,,1.0,,,,,28.0,1.0,,2.0,,3.0,,1.0
5960,,2016.0,6.0,1.0,22.0,56.0,8.0,,,INDONESIA:  SUMATRA:  PESISIR SELATAN,-2.097,100.665,50.0,6.6,5.0,1.0,1.0,,,30.0,1.0,,2.0,,,2663.0,4.0,1.0,1.0,,,30.0,1.0,,2.0,,,2663.0,4.0
5961,,2016.0,6.0,7.0,19.0,15.0,33.0,,,INDONESIA:  MALUKU:  TERNATE ISLAND,1.2790000000000001,126.37100000000001,31.0,6.3,4.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0
5962,,2016.0,7.0,1.0,14.0,59.0,15.0,,,TAJIKISTAN:  RASHT,38.881,70.559,10.0,5.0,,,,,,,,,1.0,31.0,1.0,,,,,,,,,,1.0,31.0,1.0,,
5963,,2016.0,7.0,29.0,21.0,19.0,14.0,,,NORTHERN MARIANA ISLANDS,18.543,145.507,196.0,7.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,
5964,,2016.0,7.0,31.0,9.0,18.0,17.0,,,CHINA:  GUANGXI PROVINCE,24.134,111.478,25.0,4.9,,,,,,,,,2.0,,,200.0,3.0,,,,,,,,2.0,,,200.0,3.0
5965,,2016.0,7.0,31.0,23.0,41.0,28.0,,,INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA,-8.193999999999999,117.814,21.0,5.6,6.0,,,,,4.0,1.0,,2.0,,,700.0,3.0,,,,,4.0,1.0,,2.0,,,700.0,3.0
5966,,2016.0,8.0,12.0,1.0,26.0,28.0,5604.0,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.476999999999997,173.11700000000002,16.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
5967,,2016.0,8.0,15.0,2.0,58.0,0.0,,,PERU:  AREQUIPA,-15.64,-71.68,8.0,5.5,6.0,9.0,1.0,,,68.0,2.0,,2.0,605.0,3.0,671.0,3.0,9.0,1.0,,,68.0,2.0,,2.0,605.0,3.0,671.0,3.0
5968,,2016.0,8.0,19.0,7.0,33.0,11.0,5605.0,,SOUTH SANDWICH ISLANDS,-55.285,-31.877,10.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
5969,,2016.0,8.0,20.0,9.0,1.0,26.0,5741.0,,JAPAN:  OFF EAST COAST HONSHU,40.394,143.68,10.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
5970,,2016.0,8.0,24.0,1.0,36.0,2.0,,,"ITALY:  ACCUMOLI, ARQUATA, AMATRICE",42.70399999999999,13.238,4.0,6.2,9.0,299.0,3.0,15.0,1.0,368.0,3.0,5000.0,4.0,,3.0,,2.0,299.0,3.0,15.0,1.0,368.0,3.0,5000.0,4.0,,3.0,,2.0
5971,,2016.0,8.0,24.0,10.0,34.0,58.0,,,MYANMAR (BURMA): CHAUK,20.923000000000002,94.569,82.0,6.8,5.0,4.0,1.0,,,20.0,1.0,10.0,3.0,,,230.0,3.0,4.0,1.0,,,20.0,1.0,10.0,3.0,,,230.0,2.0
5972,,2016.0,9.0,1.0,16.0,37.0,3.0,5606.0,,NEW ZEALAND:  GISBORNE,-37.359,179.146,19.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
5973,,2016.0,9.0,10.0,12.0,27.0,41.0,,,TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI,-1.036,31.618000000000002,40.0,5.9,,23.0,1.0,,,252.0,3.0,458.0,4.0,1172.0,4.0,6281.0,4.0,23.0,1.0,,,252.0,3.0,458.0,4.0,1172.0,4.0,6281.0,4.0
5974,,2016.0,9.0,11.0,13.0,10.0,7.0,,,BALKANS NW:  MACEDONIA,42.008,21.488000000000003,13.0,5.1,6.0,,,,,30.0,1.0,10.0,3.0,,,,1.0,,,,,30.0,1.0,10.0,3.0,,,,1.0
5975,,2016.0,9.0,12.0,11.0,33.0,17.0,,,SOUTH KOREA:  GYEONGJU,35.781,129.216,13.0,5.4,6.0,1.0,1.0,,,14.0,1.0,21.0,3.0,,,106.0,3.0,1.0,1.0,,,14.0,1.0,21.0,3.0,,,106.0,3.0
5976,,2016.0,9.0,23.0,16.0,12.0,1.0,,,RWANDA:  RISUZI; CONGO:  UKAVU,-2.65,29.06,10.0,4.8,,8.0,1.0,,,,1.0,,1.0,22.0,1.0,,,8.0,1.0,,,,1.0,,1.0,22.0,1.0,,
5977,,2016.0,9.0,28.0,16.0,49.0,1.0,,,NICARAGUA:  LEON,12.442,-86.515,8.0,5.5,4.0,1.0,1.0,,,5.0,1.0,,2.0,6.0,1.0,487.0,3.0,1.0,1.0,,,5.0,1.0,,2.0,6.0,1.0,487.0,3.0
5978,,2016.0,10.0,1.0,8.0,4.0,33.0,,,"PAKISTAN:  MANSEHRA, NARAN",34.905,73.682,10.0,5.4,2.0,1.0,1.0,,,,2.0,,1.0,,2.0,,,1.0,1.0,,,,2.0,,1.0,,2.0,,
5979,,2016.0,10.0,21.0,5.0,8.0,39.0,,,JAPAN:  KURAYOSHI,35.374,133.809,6.0,6.2,6.0,,,,,7.0,1.0,100.0,4.0,2.0,1.0,160.0,3.0,,,,,7.0,1.0,100.0,4.0,2.0,1.0,160.0,3.0
5980,,2016.0,10.0,26.0,19.0,18.0,43.0,,,"ITALY:  VISSO, USSITA",42.956,13.067,10.0,6.1,7.0,1.0,1.0,,,,1.0,,4.0,,,1001.0,4.0,1.0,1.0,,,,1.0,,4.0,,,1001.0,4.0
5981,,2016.0,10.0,30.0,6.0,40.0,5.0,,,ITALY: NORCIA,42.84,13.11,9.0,6.6,7.0,2.0,1.0,,,20.0,1.0,200.0,4.0,,1.0,,4.0,2.0,1.0,,,20.0,1.0,200.0,4.0,,1.0,,4.0
5982,,2016.0,11.0,7.0,1.0,44.0,7.0,,,OKLAHOMA:  CUSHING,35.988,-96.805,3.0,5.0,6.0,,,,,,1.0,20.0,3.0,,,50.0,1.0,,,,,,1.0,20.0,3.0,,,50.0,1.0
5983,,2016.0,11.0,13.0,11.0,2.0,34.0,5613.0,,NEW ZEALAND:  AMBERLEY,-42.736999999999995,173.054,15.0,7.8,8.0,2.0,1.0,,,,,,2.0,,,,1.0,2.0,1.0,,,,,3900.0,4.0,1.0,1.0,,1.0
5984,,2016.0,11.0,21.0,20.0,59.0,27.0,5618.0,,JAPAN: NEAR E COAST HONSHU,37.393,141.387,9.0,6.9,7.0,,,,,15.0,1.0,,1.0,,,,,,,,,15.0,1.0,,1.0,,,,
5985,,2016.0,11.0,24.0,18.0,43.0,0.0,5620.0,,NICARAGUA,11.96,-88.835,33.0,6.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,
5986,,2016.0,11.0,25.0,14.0,25.0,11.0,,,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.273,73.97800000000001,17.0,6.6,7.0,1.0,1.0,,,,,5.5,3.0,,2.0,,,1.0,1.0,,,,,5.5,3.0,,2.0,,
5987,,2016.0,11.0,27.0,23.0,35.0,2.0,,,"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.53200000000001,10.0,5.4,4.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,
5988,,2016.0,11.0,29.0,20.0,9.0,35.0,,,POLAND:  RUDNA,51.613,16.157,5.0,4.2,,8.0,1.0,,,9.0,1.0,,1.0,,,,,8.0,1.0,,,9.0,1.0,,1.0,,,,
5989,,2016.0,12.0,1.0,0.0,25.0,38.0,,,"COSTA RICA:  PARAISO, TURRIALBA",9.949,-83.807,1.0,5.3,6.0,,,,,,,,2.0,,,60.0,2.0,,,,,,,,2.0,,,60.0,2.0
5990,,2016.0,12.0,1.0,22.0,40.0,0.0,,,"PERU:  PUNO, LAMPA",-15.44,-70.93,10.0,6.2,6.0,1.0,1.0,,,17.0,1.0,,1.0,8.0,1.0,40.0,1.0,1.0,1.0,,,17.0,1.0,,1.0,8.0,1.0,40.0,1.0
5991,,2016.0,12.0,6.0,22.0,3.0,39.0,,,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA,5.2829999999999995,96.16799999999999,13.0,6.5,8.0,104.0,3.0,,,857.0,3.0,100.0,4.0,245.0,3.0,18752.0,4.0,104.0,3.0,,,857.0,3.0,100.0,4.0,245.0,3.0,18752.0,4.0
5992,,2016.0,12.0,8.0,5.0,15.0,6.0,,,CHINA:  N. XINJIANG:  URUMQI,43.823,86.345,18.0,6.0,3.0,1.0,1.0,,,,,135.0,4.0,,,,,1.0,1.0,,,,,135.0,4.0,,,,
5993,,2016.0,12.0,8.0,17.0,38.0,28.0,5630.0,,SOLOMON ISLANDS,-10.681,161.327,40.0,7.8,8.0,1.0,1.0,,,,,,1.0,191.0,3.0,126.0,3.0,1.0,1.0,,,,,,1.0,191.0,3.0,126.0,3.0
5994,,2016.0,12.0,9.0,19.0,11.0,24.0,5632.0,,SOLOMON ISLANDS,-10.749,161.132,20.0,6.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,
5995,,2016.0,12.0,17.0,10.0,51.0,5.0,5636.0,,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.505,153.52200000000002,95.0,7.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,
5996,,2016.0,12.0,19.0,7.0,11.0,0.0,,,ECUADOR:  ESMERALDAS,0.93,-79.84,6.0,5.4,6.0,3.0,1.0,,,47.0,1.0,,2.0,10.0,1.0,70.0,2.0,3.0,1.0,,,47.0,1.0,,2.0,10.0,1.0,70.0,2.0
5997,,2016.0,12.0,25.0,14.0,22.0,0.0,5637.0,,CHILE,-43.516999999999996,-74.391,30.0,7.6,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
5998,,2017.0,1.0,3.0,9.0,9.0,8.0,,,INDIA:  AMBASA;  BANGLADESH,24.015,92.01799999999999,32.0,5.7,,3.0,1.0,,,,1.0,,1.0,,,,2.0,3.0,1.0,,,,1.0,,1.0,,,,2.0
5999,,2017.0,1.0,3.0,21.0,53.0,7.0,5639.0,,FIJI ISLANDS,-19.373,176.05200000000002,12.0,6.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,
6000,,2017.0,1.0,6.0,2.0,33.0,21.0,,,IRAN:  KHONJ,28.2,53.107,10.0,5.0,,4.0,1.0,,,4.0,1.0,,1.0,,,,,4.0,1.0,,,4.0,1.0,,1.0,,,,
6001,,2017.0,1.0,11.0,22.0,7.0,7.0,,,MADAGASCAR: ANTSIRABE,-20.16,46.647,7.0,5.5,,2.0,1.0,,,,1.0,,1.0,,,,1.0,2.0,1.0,,,,1.0,,1.0,,,,1.0
6002,,2017.0,1.0,18.0,10.0,14.0,9.0,,,ITALY:  FARINDOLA,42.528999999999996,13.282,9.0,5.7,,34.0,1.0,,,11.0,1.0,18.0,3.0,,1.0,,,34.0,1.0,,,11.0,1.0,18.0,3.0,,1.0,,
6003,,2017.0,1.0,22.0,4.0,31.0,36.0,5642.0,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.246,155.172,135.0,7.9,9.0,3.0,1.0,,,,,,1.0,,3.0,,,3.0,1.0,,,,,,1.0,,3.0,,
6004,,2017.0,2.0,6.0,3.0,52.0,4.0,,,TURKEY:  CANAKKALE,39.599000000000004,26.065,10.0,5.3,,,,,,5.0,1.0,,2.0,,,90.0,2.0,,,,,5.0,1.0,,2.0,,,90.0,2.0
6005,,2017.0,2.0,6.0,13.0,2.0,14.0,,,COLOMBIA:  HUILA,3.449,-74.672,38.0,5.5,,,,,,,,,2.0,,,378.0,3.0,,,,,,,,2.0,,,378.0,3.0
6006,,2017.0,2.0,7.0,22.0,3.0,39.0,,,PAKISTAN:  PASNI,25.191,63.263999999999996,29.0,6.3,,,,,,,,,1.0,20.0,1.0,,1.0,,,,,,,,1.0,20.0,1.0,,1.0
6007,,2017.0,2.0,10.0,14.0,4.0,32.0,,,PHILIPPINES: SURIGAO DEL NORTE,9.907,125.45200000000001,15.0,6.5,8.0,8.0,1.0,,,202.0,3.0,40.0,4.0,215.0,3.0,3042.0,4.0,8.0,1.0,,,202.0,3.0,40.0,4.0,215.0,3.0,3042.0,4.0
6008,,2017.0,2.0,24.0,0.0,32.0,8.0,,,ZAMBIA:  KAPUTA,-8.44,30.031,30.0,5.9,,,,,,5.0,1.0,,1.0,,1.0,,,,,,,5.0,1.0,,1.0,,1.0,,
6009,,2017.0,3.0,5.0,0.0,8.0,1.0,,,PHILIPPINES: SURIGAO DEL NORTE,9.831,125.49600000000001,11.0,5.7,,1.0,1.0,,,45.0,1.0,,1.0,13.0,1.0,,,1.0,1.0,,,45.0,1.0,,1.0,13.0,1.0,,
6010,,2017.0,3.0,13.0,14.0,20.0,7.0,,,MYANMAR (BURMA):  THARRAWADDY,17.399,96.0,10.0,5.1,,2.0,1.0,,,36.0,1.0,,1.0,,1.0,,1.0,2.0,1.0,,,36.0,1.0,,1.0,,1.0,,1.0
6011,,2017.0,3.0,21.0,23.0,10.0,15.0,,,INDONESIA:  BALI,-8.492,115.323,112.0,5.6,,,,,,4.0,1.0,,2.0,,1.0,,,,,,,4.0,1.0,,2.0,,1.0,,
6012,,2017.0,3.0,26.0,23.0,55.0,6.0,,,CHINA:   YUNNAN PROVINCE,25.938000000000002,99.84100000000001,28.0,5.0,2.0,,,,,1.0,1.0,31.0,4.0,,,,,,,,,1.0,1.0,31.0,4.0,,,,
6013,,2017.0,4.0,5.0,6.0,9.0,2.0,,,IRAN:  SEFID SANG,35.775999999999996,60.43600000000001,13.0,6.1,,2.0,1.0,,,11.0,1.0,,1.0,,,,1.0,2.0,1.0,,,11.0,1.0,,1.0,,,,1.0
6014,,2017.0,4.0,8.0,7.0,9.0,18.0,,,"PHILIPPINES: BATANGAS, CALABARZON",13.77,120.935,14.0,5.9,,,,,,6.0,1.0,2.0,2.0,506.0,3.0,2108.0,4.0,,,,,6.0,1.0,2.0,2.0,506.0,3.0,2108.0,4.0
6015,,2017.0,4.0,10.0,23.0,54.0,3.0,,,"EL SALVADOR: SAN SALVADOR,SOYAPANGO",13.765999999999998,-89.155,10.0,4.8,,1.0,1.0,,,3.0,1.0,,1.0,,,,2.0,1.0,1.0,,,3.0,1.0,,1.0,,,,2.0
6016,,2017.0,4.0,24.0,21.0,39.0,22.0,5647.0,,CHILE:  VALPARAISO,-33.038000000000004,-72.062,28.0,6.9,9.0,,,,,,,,,,,,,,,,,,,,,,,,
6017,,2017.0,4.0,28.0,20.0,23.0,26.0,5648.0,,PHILIPPINES: SARANGANI,5.504,125.066,26.0,6.9,9.0,,,,,5.0,1.0,,1.0,1.0,1.0,,1.0,,,,,7.0,1.0,,1.0,1.0,1.0,,1.0
6018,,2017.0,5.0,1.0,12.0,31.0,3.0,5649.0,,ALASKA:  SKAGWAY; CANADA:  BRITISH COLUMBIA,59.852,-136.67700000000002,1.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,
6019,,2017.0,5.0,3.0,4.0,47.0,38.0,,,"KYRGYZSTAN:  OSH, BATKEN",39.494,71.444,11.0,6.0,,,,,,,,,3.0,537.0,3.0,,,,,,,,,,3.0,537.0,3.0,,
6020,,2017.0,5.0,10.0,21.0,58.0,7.0,,,"CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK",37.643,75.31,8.0,5.4,,8.0,1.0,,,23.0,1.0,123.0,4.0,3015.0,4.0,,,8.0,1.0,,,23.0,1.0,123.0,4.0,3015.0,4.0,,
6021,,2017.0,5.0,11.0,3.0,24.0,37.0,,,IRAN:  ARDABIL,39.816,48.57,63.0,5.1,,,,,,20.0,1.0,,2.0,,,85.0,2.0,,,,,20.0,1.0,,2.0,,,85.0,2.0
6022,,2017.0,5.0,13.0,18.0,0.0,52.0,,,IRAN: KHORASAN,37.769,57.206,8.0,5.6,,3.0,1.0,,,417.0,3.0,2.0,2.0,,1.0,,4.0,3.0,1.0,,,417.0,3.0,2.0,2.0,,1.0,,4.0
6023,,2017.0,5.0,25.0,9.0,55.0,51.0,,,TANZANIA: MWANZA,-3.043,32.888000000000005,10.0,4.4,,1.0,1.0,,,18.0,1.0,,,,,,,1.0,1.0,,,18.0,1.0,,,,,,
6024,,2017.0,5.0,28.0,11.0,4.0,37.0,,,"TURKEY: MANISA: SARUHANLI, GOLMARMARA",38.764,27.778000000000002,3.0,4.9,,,,,,,,,2.0,,,35.0,1.0,,,,,,,,2.0,,,35.0,1.0
6025,,2017.0,5.0,29.0,14.0,35.0,51.0,,,INDONESIA:  SULAWESI:  POSO,-1.2919999999999998,120.431,12.0,6.6,7.0,,,,,25.0,1.0,,2.0,5.0,1.0,348.0,3.0,,,,,25.0,1.0,,2.0,5.0,1.0,348.0,3.0
6026,,2017.0,6.0,12.0,12.0,28.0,15.0,5652.0,,GREECE: LESBOS,38.93,26.365,12.0,6.3,,1.0,1.0,,,15.0,1.0,,2.0,10.0,1.0,250.0,3.0,1.0,1.0,,,15.0,1.0,,2.0,10.0,1.0,250.0,3.0
6027,,2017.0,6.0,14.0,7.0,29.0,39.0,,,"GUATEMALA: QUETZALTENANGO, SUCHITEPEQUEZ; MEXICO",14.909,-92.009,93.0,6.9,8.0,5.0,1.0,,,30.0,1.0,,3.0,,1.0,,3.0,5.0,1.0,,,30.0,1.0,,3.0,,1.0,,3.0
6028,,2017.0,6.0,21.0,4.0,40.0,,,,NEPAL:  DHADING,27.64,85.17,,3.2,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,
6029,,2017.0,6.0,22.0,12.0,31.0,49.0,,,"GUATEMALA: ESCUINTLA, SUCHITEPEQUEZ, GUATEMALA",13.717,-90.97200000000001,38.0,6.8,6.0,,,,,4.0,1.0,,2.0,,,53.0,2.0,,,,,4.0,1.0,,2.0,,,53.0,2.0
6030,,2017.0,6.0,24.0,2.0,37.0,48.0,,,MOZAMBIQUE,-19.45,34.488,27.0,5.6,,,,,,4.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,,,4.0,1.0,,1.0,2.0,1.0,2.0,1.0
6031,,2017.0,7.0,6.0,8.0,3.0,55.0,,,PHILIPPINES: LEYTE,11.127,124.62899999999999,11.0,6.5,9.0,4.0,1.0,,,448.0,3.0,5.0,3.0,735.0,3.0,1029.0,4.0,4.0,1.0,,,448.0,3.0,5.0,3.0,735.0,3.0,1029.0,4.0
6032,,2017.0,7.0,17.0,23.0,35.0,14.0,5654.0,,RUSSIA: BERING ISLAND,54.443000000000005,168.857,10.0,7.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,
6033,,2017.0,7.0,18.0,2.0,6.0,15.0,,,PERU:  AREQUIPA,-16.416,-73.63600000000001,44.0,6.4,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,
6034,,2017.0,7.0,20.0,22.0,31.0,26.0,5655.0,,"TURKEY: BODRUM, DATCA; GREECE: KOS",36.929,27.414,7.0,6.6,7.0,2.0,1.0,,,500.0,3.0,,2.0,,1.0,,1.0,2.0,1.0,,,500.0,3.0,,2.0,,1.0,,1.0
6035,,2017.0,8.0,2.0,7.0,15.0,0.0,,,CHILE:  SANTIAGO,-33.201,-70.61399999999999,99.0,5.4,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
6036,,2017.0,8.0,8.0,13.0,19.0,54.0,,,CHINA:  SICHUAN PROVINCE:  ABA,33.193000000000005,103.855,9.0,6.5,5.0,29.0,1.0,,,525.0,3.0,500.0,4.0,100.0,2.0,72500.0,4.0,29.0,1.0,,,525.0,3.0,500.0,4.0,100.0,2.0,72500.0,4.0
6037,,2017.0,8.0,8.0,23.0,27.0,8.0,,,CHINA:  XINGJIANG: BORTALA,44.302,82.83200000000001,20.0,6.3,,,,,,32.0,1.0,,2.0,142.0,3.0,1060.0,4.0,,,,,32.0,1.0,,2.0,142.0,3.0,1060.0,4.0
6038,,2017.0,8.0,11.0,21.0,45.0,4.0,,,PERU: AREQUIPA,-16.299,-73.47399999999999,41.0,5.6,,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,
6039,,2017.0,8.0,13.0,16.0,51.0,5.0,,,PERU:  JUNIN,-10.720999999999998,-74.566,32.0,5.8,,1.0,1.0,,,2.0,1.0,,1.0,,,,,1.0,1.0,,,2.0,1.0,,1.0,,,,
6040,,2017.0,8.0,21.0,18.0,57.0,11.0,,,ITALY:  ISCHIA ISLAND,40.783,13.939,3.0,4.2,,2.0,1.0,,,42.0,1.0,,2.0,,2.0,,2.0,2.0,1.0,,,42.0,1.0,,2.0,,2.0,,2.0
6041,,2017.0,8.0,22.0,22.0,27.0,3.0,,,PHILIPPINES: LEYTE: ORMOC,10.954,124.70700000000001,17.0,5.0,,2.0,1.0,,,,1.0,,2.0,,,56.0,2.0,2.0,1.0,,,,1.0,,2.0,,,56.0,2.0
6042,,2017.0,9.0,8.0,4.0,49.0,2.0,5658.0,,"MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA",14.761,-94.103,46.0,8.2,9.0,98.0,2.0,,,251.0,3.0,4000.0,4.0,47468.0,4.0,94027.0,4.0,98.0,2.0,,,251.0,3.0,4000.0,4.0,47468.0,4.0,94027.0,4.0
6043,,2017.0,9.0,19.0,18.0,14.0,7.0,,,"MEXICO: MEXICO CITY, MORELOS, PUEBLA",18.339000000000002,-98.68,39.0,7.1,9.0,369.0,3.0,,,6000.0,4.0,8000.0,4.0,226.0,3.0,184000.0,4.0,369.0,3.0,,,6000.0,4.0,8000.0,4.0,226.0,3.0,184000.0,4.0
6044,,2017.0,9.0,23.0,12.0,53.0,48.0,,,MEXICO:  OAXACA,16.625999999999998,-95.07799999999999,10.0,6.1,,5.0,1.0,,,7.0,1.0,,1.0,11.0,1.0,,,5.0,1.0,,,7.0,1.0,,1.0,11.0,1.0,,
6045,,2017.0,9.0,23.0,20.0,48.0,16.0,,,PHILIPPINES: MINDANAO: LANAO DEL SUR PROVINCE,7.562,124.743,8.0,5.7,,,,,,11.0,1.0,,2.0,55.0,2.0,1659.0,4.0,,,,,11.0,1.0,,2.0,55.0,2.0,1659.0,4.0
6046,,2017.0,10.0,31.0,0.0,43.0,12.0,5663.0,,NEW CALEDONIA:  LOYALTY ISLANDS,-21.697,169.149,24.0,6.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,
6047,,2017.0,10.0,31.0,11.0,50.0,37.0,,,INDONESIA:  MALUKU:  AMBON,-3.745,127.75200000000001,6.0,6.1,5.0,1.0,1.0,,,,,,1.0,,,14.0,1.0,1.0,1.0,,,,,,1.0,,,14.0,1.0
6048,,2017.0,11.0,1.0,2.0,24.0,7.0,5664.0,,NEW CALEDONIA:  LOYALTY ISLANDS,-21.648000000000003,168.859,22.0,6.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,
6049,,2017.0,11.0,12.0,18.0,18.0,18.0,,,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.911,45.958999999999996,19.0,7.3,8.0,630.0,3.0,,,12900.0,4.0,750.0,4.0,15500.0,4.0,14500.0,4.0,630.0,3.0,,,12900.0,4.0,750.0,4.0,15500.0,4.0,14500.0,4.0
6050,,2017.0,11.0,13.0,2.0,29.0,8.0,,,COSTA RICA: JACO,9.515,-84.48700000000001,19.0,6.5,8.0,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,
6051,,2017.0,11.0,15.0,5.0,30.0,22.0,,,SOUTH KOREA: POHANG,36.074,129.27,10.0,5.5,8.0,,,,,90.0,2.0,52.0,4.0,,1.0,2000.0,4.0,,,,,90.0,2.0,52.0,4.0,,1.0,2000.0,4.0
6052,,2017.0,11.0,17.0,22.0,34.0,45.0,,,CHINA:  TIBET (XIZANG PROVINCE): NYINGCHI,29.833000000000002,94.984,8.0,6.4,9.0,,,,,3.0,1.0,,3.0,,,3000.0,4.0,,,,,3.0,1.0,,3.0,,,3000.0,4.0
